mobleyID,sasa,ele,born,pol,wgt,logP,psa,num_atoms,n_acceptors,n_donors,volume,nrotb,rand1,rand2,rand3,rand4,rand5,dG_exp
mobley_4584540,314.3282560027613,-2.1506093496845224,-7.324163694382013,-9.474773044066534,107.156,1.69844,12.89,8,1,0,128.74400000000003,0,0.5074421089367358,0.2155599901698405,0.9537858512057524,0.30238361883457276,0.25912612938694946,-4.59
mobley_282648,320.8649049872721,-0.3553070534990123,-5.591888775691853,-5.947195829190865,128.17399999999995,2.839800000000001,0.0,10,0,0,147.83200000000002,0,0.5276290051577722,0.26886200937249427,0.5020748874573329,0.4154351195709596,0.5763690854579988,-2.4
mobley_6248915,399.8913085897935,-2.7507305871461414,-3.9527636055508673,-6.703494192697009,129.247,2.3056,26.02,9,1,1,162.39200000000005,6,0.761023149012663,0.41716570337794256,0.3647036494909066,0.3174736097379939,0.028261442320697272,-3.65
mobley_6794076,304.54568185628284,-2.9453897979104524,-13.735276014823139,-16.68066581273359,121.13899999999997,1.2842,29.96,9,2,0,136.21600000000004,1,0.7339906609719351,0.03854699289998975,0.8275828720819305,0.02961127104059391,0.8543689769239174,-7.62
mobley_4687447,320.52186056475307,-1.437403912294701,-10.471675500227457,-11.909079412522159,104.14899999999999,0.40530000000000005,29.46,7,2,1,118.76000000000003,4,0.6999926864057981,0.6819060246307378,0.6918405520407256,0.6208901083470273,0.60255208140168,-6.4
mobley_9653690,383.15304630241326,-1.4963914614221903,-5.66045912252615,-7.15685058394834,152.23699999999997,2.2797,20.23,11,1,1,176.07200000000003,1,0.23029416245481782,0.10481417040783825,0.2734278013436361,0.1468026175632028,0.9856098762665549,-4.44
mobley_7415647,396.6471764095046,-2.6528336473175553,-13.798850589282928,-16.451684236600485,194.18999999999997,1.1904000000000001,69.67,14,4,0,201.42400000000004,2,0.637375328553366,0.3836064172729726,0.9644164933238687,0.5093735910539353,0.9800181067537441,-11.95
mobley_2310185,200.62118989853735,-1.1967153932881205,-5.574391882675554,-6.771107275963675,46.069,-0.0014000000000000123,20.23,3,1,1,57.27200000000001,0,0.4047307461543336,0.595169467205674,0.15882472065002884,0.3594836496821311,0.1063588046742856,-5.0
mobley_194273,415.8041296953604,-5.708512113426319,-16.35523974527384,-22.063751858700158,261.11899999999997,1.57852,54.86,14,3,1,218.51200000000006,2,0.10781753585076803,0.9991576527752238,0.6598567413218102,0.6938447138361084,0.20616166512525214,-9.73
mobley_5880265,352.819367504151,-1.4600366934248576,-10.317580386892715,-11.777617080317572,118.17599999999999,0.7953999999999999,29.46,8,2,1,135.18400000000003,5,0.45806492047975333,0.5480470399083315,0.4583990208744041,0.08688985407754057,0.03584757208216771,-6.25
mobley_6358463,344.3177233088698,-2.66294195737892,-9.920372033346151,-12.58331399072507,214.10799999999995,3.7242000000000006,0.0,14,0,0,184.75200000000004,0,0.8032318196255066,0.8225376450812674,0.3282138760014115,0.7924886979747663,0.8785662407943073,1.07
mobley_2489709,292.6796271959746,-0.2425593864057346,-3.3659310550780557,-3.60849044148379,147.004,2.9934000000000003,0.0,8,0,0,137.52800000000002,0,0.5918528910492035,0.6413992227119032,0.46056367053347014,0.8161580159339257,0.05924900224769647,-1.36
mobley_2457863,303.45981074051946,-1.7138848969287064,-10.197709349082846,-11.911594246011552,124.13899999999997,1.4007999999999996,29.46,9,2,1,134.82400000000004,1,0.28169092159483045,0.9825130563427414,0.45459946873239654,0.3901099801716309,0.3521487007561016,-7.66
mobley_9507933,311.4393116633742,-1.8606196648314066,-7.516840607067002,-9.377460271898409,107.156,1.69844,12.89,8,1,0,128.42400000000004,0,0.24206097187115538,0.5434130575728062,0.014283135588819995,0.3414756955018583,0.5001905754962104,-4.72
mobley_4193752,286.91582188534255,-0.7022195738392537,-6.1625119989806905,-6.864731572819944,123.11099999999998,1.4885999999999997,49.36,9,3,0,129.92800000000003,1,0.9727699552750512,0.42682077156574316,0.04909007443981617,0.6032788493490246,0.1025638633439725,-4.12
mobley_5311804,292.45769757097366,-1.3954935699703,-9.069475404066484,-10.464968974036784,108.13999999999997,1.1788999999999998,20.23,8,1,1,123.48800000000003,1,0.32245188060298324,0.004974641502437871,0.8940148315615827,0.5437966770220432,0.9942278874558671,-6.62
mobley_2958326,349.15625522740686,-1.8648615207485797,-3.5607856364397104,-5.4256471571882905,101.193,1.396,12.03,7,1,1,129.34400000000002,4,0.8458247355738338,0.6099551627682791,0.27353079379096423,0.9597628416724673,0.008266138350085495,-3.65
mobley_4338603,274.5144916735407,-6.462653005884697,-18.927984163579637,-25.390637169464334,146.533,-0.2834000000000002,65.72,9,2,2,128.89600000000004,0,0.5395100317245969,0.03791409850826988,0.6456504653241201,0.32729143913951697,0.18312558703806425,-15.83
mobley_6175884,315.07308099898836,-1.426540392124433,-9.153032298013013,-10.579572690137447,120.15099999999998,1.80752,17.07,9,1,0,138.64800000000002,1,0.10069621487776859,0.8017631322294092,0.7897907667988935,0.6037239756585386,0.9942152346592389,-4.27
mobley_2341732,340.47415763938346,-1.9332604029829146,-7.151297734354624,-9.084558137337538,116.15999999999998,1.3496000000000001,26.3,8,2,0,135.11200000000002,3,0.6387913378412994,0.5550778545982642,0.8320136154012464,0.07761066347124934,0.2215408733505082,-2.56
mobley_430089,271.89249024331104,-0.14981953898516107,-1.7669007247485289,-1.91672026373369,68.11899999999999,1.4197,0.0,5,0,0,95.36800000000002,1,0.5223060358284268,0.6244957938927104,0.713942534825292,0.6602478769551174,0.7763403816637346,0.01
mobley_4924862,330.04960395795075,-1.858303826766248,-7.979300676164307,-9.837604502930555,116.15999999999998,1.2055,26.3,8,2,0,134.56000000000003,4,0.9246337072411942,0.7313475127342463,0.4816112189356294,0.44780551294820137,0.39334320136744083,-2.13
mobley_7578802,238.8335600755193,-0.02102722050018152,-2.012867266915607,-2.0338944874157883,252.731,2.4547,0.0,4,0,0,111.16800000000002,0,0.15261751437376392,0.035082230790549174,0.6234835424298119,0.2956482722070939,0.11129228773744582,-2.13
