mobleyID,pol,psa,n_donors,nrotb,group_id,dG_exp,n_acceptors,logP
mobley_1923244,-0.078247206586294,0.0,0,1,4.0,2.1,0,1.8064
mobley_1659169,-9.86843593372809,21.26,1,0,8.0,-7.17,2,-0.3938000000000001
mobley_7754849,-42.35031567778749,36.92,0,12,8.0,-6.1,8,5.005300000000004
mobley_2925352,-9.54638451787482,20.23,1,0,5.0,-6.13,1,1.7006199999999996
mobley_4587267,-32.58160765387617,121.38,6,5,8.0,-23.62,6,-3.585399999999998
mobley_2881590,-4.75542688037415,58.59,0,3,8.0,-1.88,4,0.8716
mobley_1469079,-7.341351160955839,18.46,0,0,5.0,-3.56,2,4.891400000000001
mobley_2146331,-9.561538513493357,17.07,0,0,1.0,-2.75,1,-0.1849
mobley_5890803,-8.204403060558324,26.3,0,3,3.0,-2.44,2,1.3496
mobley_8691603,-9.264276693173148,20.23,1,0,5.0,-5.49,1,1.7006199999999996
mobley_7893124,-3.075323107191355,0.0,0,0,5.0,-0.44,0,2.9841000000000015
mobley_6235784,-0.3634533911241012,0.0,0,1,4.0,0.0,0,2.0237
mobley_8713762,-10.066005648792398,20.31,0,6,8.0,-4.13,2,3.3716000000000026
mobley_3266352,-12.65876171473677,3.24,0,2,5.0,-1.92,1,2.685100000000001
mobley_4479135,-6.649163043191433,0.0,0,2,5.0,-2.78,0,3.7481000000000018
mobley_4699732,-2.4655541456095698,0.0,0,1,4.0,-1.27,0,1.8525
mobley_7859387,-7.589323274553518,17.07,0,5,1.0,-2.67,1,2.1557000000000004
mobley_5220185,-14.020603964019683,25.78,0,1,5.0,-5.45,2,1.039
mobley_5494918,-10.777813510514155,0.0,0,0,2.0,2.93,0,2.6262999999999996
mobley_5571660,-10.397093940298475,26.02,1,0,5.0,-5.21,1,1.88564
mobley_7176290,-12.073633184889724,69.59,1,1,5.0,-9.62,4,1.1942
mobley_4689084,-18.931377104010963,52.6,0,3,8.0,-6.34,4,0.1126
mobley_3265457,-19.07350599662511,55.76,1,3,5.0,-7.78,4,1.8752999999999995
mobley_2245668,-6.3503165846960234,20.23,1,1,0.0,-4.5,1,0.6347
mobley_550662,-10.24378727565332,27.69,0,3,8.0,-4.42,3,0.5992999999999999
mobley_7977115,-5.078033111193488,20.23,1,3,0.0,-4.06,1,1.5574
mobley_3211679,-0.9582427387854354,0.0,0,0,2.0,0.14,0,2.1166
mobley_1261349,-0.0862741934421825,0.0,0,0,4.0,2.51,0,2.0524
mobley_2763835,-6.2008939220717965,9.23,0,2,5.0,-2.22,1,2.0853
mobley_3210206,-10.611441876153044,117.18,0,5,8.0,-4.95,8,-0.1667
mobley_7735340,-15.439101358809618,28.68,1,0,8.0,-9.63,1,0.4096999999999999
mobley_4177472,-0.097286235997621,0.0,0,2,4.0,2.56,0,2.9345000000000017
mobley_6620221,-18.777156069753644,47.56,1,1,5.0,-9.61,3,2.1182999999999996
mobley_8011706,-12.342312115747674,20.31,0,1,8.0,-7.81,1,-0.2956000000000001
mobley_9717937,-5.598092530400534,0.0,0,1,5.0,-2.69,0,4.0070000000000014
mobley_4584540,-9.474773044066534,12.89,0,0,5.0,-4.59,1,1.69844
mobley_282648,-5.947195829190865,0.0,0,0,5.0,-2.4,0,2.839800000000001
mobley_6248915,-6.703494192697009,26.02,1,6,8.0,-3.65,1,2.3056
mobley_6794076,-16.68066581273359,29.96,0,1,5.0,-7.62,2,1.2842
mobley_4687447,-11.90907941252216,29.46,1,4,8.0,-6.4,2,0.4053
mobley_9653690,-7.15685058394834,20.23,1,1,8.0,-4.44,1,2.2797
mobley_7415647,-16.451684236600485,69.67,0,2,5.0,-11.95,4,1.1904
mobley_2310185,-6.771107275963675,20.23,1,0,0.0,-5.0,1,-0.0014
mobley_194273,-22.06375185870016,54.86,1,2,8.0,-9.73,3,1.57852
mobley_5880265,-11.777617080317572,29.46,1,5,8.0,-6.25,2,0.7953999999999999
mobley_6358463,-12.58331399072507,0.0,0,0,5.0,1.07,0,3.7242000000000006
mobley_2489709,-3.60849044148379,0.0,0,0,5.0,-1.36,0,2.9934000000000003
mobley_2457863,-11.911594246011552,29.46,1,1,5.0,-7.66,2,1.4007999999999996
mobley_9507933,-9.377460271898409,12.89,0,0,5.0,-4.72,1,1.69844
mobley_4193752,-6.864731572819944,49.36,0,1,5.0,-4.12,3,1.4885999999999997
mobley_5311804,-10.464968974036784,20.23,1,1,5.0,-6.62,1,1.1788999999999998
mobley_2958326,-5.4256471571882905,12.03,1,4,8.0,-3.65,1,1.396
mobley_4338603,-25.390637169464338,65.72,2,0,8.0,-15.83,2,-0.2834000000000002
mobley_6175884,-10.579572690137448,17.07,0,1,5.0,-4.27,1,1.80752
mobley_2341732,-9.084558137337538,26.3,0,3,3.0,-2.56,2,1.3496
mobley_430089,-1.91672026373369,0.0,0,1,8.0,0.01,0,1.4197
mobley_4924862,-9.837604502930557,26.3,0,4,3.0,-2.13,2,1.2055
mobley_7578802,-2.0338944874157883,0.0,0,0,4.0,-2.13,0,2.4547
mobley_2294995,-10.288670080699156,26.3,0,2,3.0,-2.56,2,0.1793
mobley_7688753,-15.951884030627228,37.3,1,1,5.0,-9.52,2,1.2046999999999997
mobley_6917738,-9.36728390219376,35.25,1,2,8.0,-6.55,2,-0.4084999999999998
mobley_5052949,-2.4002763393402673,0.0,0,4,8.0,-1.28,1,2.539600000000001
mobley_2481002,-2.9829768806846357,49.36,0,0,8.0,-1.45,3,1.6117
mobley_7608462,-3.732951768956975,0.0,0,0,5.0,-1.12,0,2.34
mobley_6733657,-3.091409947572575,0.0,0,0,2.0,-3.44,0,5.6828
mobley_8983100,-2.0913008226858367,0.0,0,0,4.0,-0.82,0,1.0111
mobley_9883303,-0.0760214229850376,0.0,0,3,4.0,2.71,0,2.832600000000001
mobley_4893032,-6.602462733702034,23.79,0,2,7.0,-3.52,1,1.70018
mobley_6190089,-5.284338205543787,0.0,0,1,4.0,-2.37,0,2.5938000000000008
mobley_1803862,-0.0771214893443065,0.0,0,1,4.0,2.38,0,2.0524
mobley_9434451,-1.1551300911919984,0.0,0,0,4.0,-0.48,0,1.7897
mobley_4305650,-6.781776810627445,23.79,0,0,7.0,-3.84,1,0.91998
mobley_3378420,-6.527304844433317,20.23,1,7,0.0,-3.88,1,2.7293000000000016
mobley_5286200,-2.5510661733669853,0.0,0,3,4.0,-2.32,0,2.2442
mobley_4371692,-28.531384869012125,80.39,2,0,5.0,-9.53,4,1.7497999999999998
mobley_9794857,-3.614638629074281,9.23,0,0,8.0,-2.21,1,1.4313
mobley_8764620,-13.987155490081712,36.68,0,0,5.0,-6.75,2,0.95328
mobley_3686115,-7.166439724896018,18.46,0,4,8.0,-3.28,2,1.4054
mobley_7608435,-9.077570517628828,26.3,0,6,3.0,-2.04,2,2.5199000000000007
mobley_63712,-4.763502433435331,3.24,0,0,8.0,-3.88,1,1.1021
mobley_3187514,-10.390871032273754,26.02,1,0,5.0,-5.53,1,1.57722
mobley_9534740,-27.75722449591153,110.38,5,1,8.0,-25.47,6,-3.2213999999999987
mobley_2008055,-0.0757468062671743,0.0,0,0,4.0,1.83,0,1.0262
mobley_9246215,-1.686845051453974,0.0,0,2,8.0,0.93,0,1.7485
mobley_6081058,-8.972914466057759,17.07,0,5,8.0,-3.43,1,2.3218000000000005
mobley_1189457,-5.261197143602168,0.0,0,1,5.0,-2.73,1,2.4085
mobley_172879,-9.125212881381993,18.46,0,0,5.0,-3.15,2,3.584600000000002
mobley_9838013,-5.677695086361845,20.23,1,1,0.0,-4.43,1,1.1673
mobley_2751110,-13.072228966333878,69.59,1,1,5.0,-10.64,4,1.1941999999999997
mobley_6973347,-9.73752449992879,26.3,0,1,3.0,-2.94,2,0.5694
mobley_3264884,-13.00146055409118,26.02,1,0,5.0,-7.47,1,2.4219999999999997
mobley_7295828,-6.441652796328254,9.23,0,1,5.0,-2.45,1,1.6952
mobley_7573149,-9.473826848879794,26.3,0,2,3.0,-2.79,2,0.9595
mobley_632905,-13.358458902075313,26.3,0,2,5.0,-4.4,2,1.8978
mobley_7009711,-9.206061149914971,20.23,1,0,5.0,-6.27,1,2.0090399999999997
mobley_8809274,-7.500156630317545,0.0,0,0,5.0,-0.25,0,2.705400000000001
mobley_2725802,-12.085705046640458,20.31,0,0,8.0,-9.8,1,0.6287
mobley_4780078,-8.889134182575383,20.23,1,0,5.0,-6.01,1,2.00904
mobley_8048190,-15.83910679699207,43.09,1,0,7.0,-9.71,1,-0.5084
mobley_8118832,-7.890634341654799,20.23,1,1,8.0,-5.03,1,0.1647
mobley_4850657,-30.864141600363837,34.14,0,0,8.0,-4.87,2,0.1848
mobley_6911232,-3.815683359110902,9.23,0,1,8.0,-2.1,1,0.6527000000000001
mobley_6854178,-9.638166073742688,26.3,0,2,3.0,-2.02,2,0.5678
mobley_2837389,-7.680103023521215,15.79,1,0,8.0,-4.78,0,1.0147
mobley_5471704,-9.090143889949044,26.3,0,3,3.0,-2.21,2,1.5956
mobley_8966374,-14.733258269056607,25.78,0,0,5.0,-5.51,2,0.7850199999999998
mobley_1662128,-0.8580880489817628,0.0,0,1,2.0,1.38,0,1.5824
mobley_4630641,-7.951476498426146,18.46,0,3,8.0,-4.84,2,0.2792
mobley_1792062,-2.889503077171432,0.0,0,1,4.0,-2.33,0,1.7762
mobley_2143011,-0.752909603626846,0.0,0,1,2.0,1.83,0,1.8284
mobley_8522124,-1.889273744363401,0.0,0,4,8.0,0.71,0,2.5900000000000007
mobley_2492140,-4.5690685074729505,0.0,0,0,4.0,-1.23,0,3.1603000000000003
mobley_3169935,-10.546183511735569,26.02,1,0,5.0,-4.91,1,1.9222
mobley_1592519,-8.805413965866515,26.3,0,5,3.0,-2.23,2,2.1298000000000004
mobley_9913368,-2.575669058233656,0.0,0,0,2.0,-0.78,0,1.9352
mobley_2859600,-4.458423485414903,0.0,0,1,5.0,-1.24,0,2.3296
mobley_5759258,-6.5101245150481475,20.23,1,3,0.0,-4.57,1,1.1689
mobley_1674094,-1.8938863754628403,0.0,0,2,8.0,0.29,0,1.8098
mobley_3034976,-16.28572242525194,37.3,1,0,3.0,-6.69,1,0.0908999999999999
mobley_3761215,-2.75119181362498,0.0,0,0,4.0,-0.19,0,2.376500000000001
mobley_4291494,-11.422517426387106,12.89,0,0,5.0,-4.39,1,1.735
mobley_9979854,-11.947976003620507,20.23,1,0,8.0,-4.2,1,0.9295
mobley_8899867,-6.383168824720814,20.23,1,0,6.0,-5.49,1,0.9213
mobley_1107178,-3.8731864989822,0.0,0,0,4.0,-0.74,0,1.4413
mobley_8337722,-5.515415688621657,20.23,1,1,0.0,-3.2,1,2.4395000000000007
mobley_2484519,-4.49778884094483,0.0,0,1,5.0,-1.93,0,2.4254000000000007
mobley_2523689,-24.652786391536267,60.91,1,1,5.0,-16.43,4,1.4680999999999995
mobley_2613240,-9.14025536437531,18.46,0,2,5.0,-5.33,2,1.7038
mobley_3006808,-13.75239711084026,20.23,1,0,8.0,-4.31,1,0.5410000000000001
mobley_3144334,-8.922860652464566,20.23,1,0,5.0,-5.91,1,2.0090399999999997
mobley_8614858,-0.0672284549140621,0.0,0,4,4.0,2.67,0,2.976700000000002
mobley_4683624,-9.238750444283552,20.23,1,2,5.0,-5.21,1,2.344700000000001
mobley_9015240,-1.263888583740517,0.0,0,6,4.0,0.52,0,3.741800000000003
mobley_1728386,-18.214435194727884,43.09,1,1,5.0,-11.0,1,0.7855000000000001
mobley_4218209,-13.250381803212434,35.25,1,1,5.0,-7.48,2,1.2774
mobley_1770205,-31.52880609794828,66.24000000000001,0,5,5.0,-10.03,8,1.9995
mobley_2864987,-6.016139692207601,20.23,1,2,0.0,-4.39,1,1.1673
mobley_3738859,-1.3107786231125809,0.0,0,3,4.0,-0.1,0,2.5715000000000012
mobley_2279874,-10.68209268833352,27.69,0,3,8.0,-4.42,3,0.2092
mobley_4883284,-10.991021855524174,26.02,1,0,5.0,-5.49,1,1.2687999999999997
mobley_8124669,-15.3815345835242,29.54,0,6,5.0,-8.21,2,2.9871000000000016
mobley_9741965,-8.592564893383814,117.18,0,6,8.0,-4.29,8,0.2233999999999999
mobley_3682850,-7.513631829582138,17.07,0,0,1.0,-4.91,1,1.5196
mobley_6006813,-4.043869085803567,49.36,0,3,7.0,-3.09,3,1.0841
mobley_7157427,-1.0790331507170592,0.0,0,5,4.0,0.29,0,3.1956000000000016
mobley_5690766,-1.492668497167035,0.0,0,3,8.0,1.01,0,2.1386000000000003
mobley_20524,-9.98806908977114,20.23,1,0,5.0,-6.6,1,1.3921999999999997
mobley_8578590,-16.937192149202993,17.07,0,0,8.0,-9.28,1,-0.0052999999999999
mobley_4620651,-9.411311292084788,26.3,0,1,8.0,-4.1,2,0.5693999999999999
mobley_5520946,-6.59578874123786,0.0,1,0,5.0,-2.55,1,1.9753000000000005
mobley_4609460,-17.463794396177725,46.53,1,2,5.0,-9.2,3,1.5688999999999995
mobley_8057732,-9.210955081016408,20.23,1,0,5.0,-6.62,1,2.0456
mobley_1352110,-9.969442945171377,20.31,0,6,8.0,-3.64,2,3.3716000000000026
mobley_6115639,-83.47402539787618,44.760000000000005,0,3,8.0,-8.7,4,1.0337
mobley_590519,-5.233251840143955,0.0,0,3,8.0,-1.64,2,2.4076000000000004
mobley_1417007,-17.395991552507134,37.38,0,1,8.0,-9.01,3,2.9135000000000018
mobley_2972345,-6.319277761153259,0.0,0,0,5.0,-3.78,0,3.1816000000000013
mobley_1800170,-4.254610304226131,0.0,1,0,8.0,-1.14,1,0.9361
mobley_3968739,-11.6710106212929,26.3,0,1,5.0,-3.92,2,1.4732
mobley_778352,-0.8262327350040487,0.0,0,0,2.0,1.31,0,1.9725
mobley_9705941,-4.256860491077164,0.0,0,0,8.0,-1.38,1,2.05652
mobley_1178614,-8.493753411672754,20.23,1,0,5.0,-4.55,1,2.0456
mobley_9510785,-4.049365873083882,0.0,0,1,5.0,-3.48,0,5.967200000000001
mobley_8809190,-3.278219614795156,0.0,0,3,5.0,-0.4,0,3.0292000000000012
mobley_667278,-3.345810192278666,0.0,0,1,5.0,-4.4,0,7.9274
mobley_2371092,-9.70716891843198,12.89,0,0,5.0,-5.22,1,1.69844
mobley_7983227,-6.094095866286136,20.23,1,2,0.0,-4.42,1,1.0248
mobley_8426916,-6.116327491162176,12.03,1,2,8.0,-4.07,1,0.6157999999999999
mobley_9028462,-14.624854123604806,26.3,0,0,8.0,-1.1,2,0.7216999999999999
mobley_8754702,-10.16166921631489,26.3,0,3,3.0,-2.48,2,0.5694
mobley_852937,-9.119989948959038,20.23,1,0,5.0,-6.19,1,1.5313
mobley_2422586,-3.7181884383263295,9.23,0,2,8.0,-1.66,1,1.0428
mobley_4983965,-2.725897244456252,0.0,0,2,8.0,-1.46,1,1.7594
mobley_1079207,-3.3453217820428156,0.0,0,0,5.0,-0.98,0,2.9934000000000003
mobley_1019269,-6.569302990287353,20.23,1,2,0.0,-4.72,1,0.7787999999999999
mobley_8789465,-8.676265618733144,20.23,1,0,5.0,-6.2,1,1.9968
mobley_8117218,-6.32322557248328,12.53,0,0,8.0,-4.82,1,4.481400000000002
mobley_3775790,-5.4819811529751,4.93,0,0,8.0,-2.89,1,1.0251
mobley_2049967,-2.7152269232468895,0.0,0,1,8.0,-1.5,1,1.3693
mobley_4613090,-16.31788176296331,17.82,0,2,5.0,-7.63,2,1.9314
mobley_3777264,-13.456218899328476,75.38,1,1,5.0,-8.84,4,1.0708
mobley_4715906,-0.0944982860554792,0.0,0,0,6.0,1.58,0,2.832600000000001
mobley_3746675,-3.9647625775623503,0.0,0,1,5.0,-1.24,0,2.7197000000000005
mobley_8861672,-9.758785552082369,12.89,0,0,5.0,-4.86,1,1.69844
mobley_8221999,-6.660335155049033,23.79,0,1,7.0,-3.64,1,1.31008
mobley_7150646,-3.886178189912456,0.0,0,0,5.0,-2.3,0,3.2116000000000007
mobley_6896128,-0.0714660324625184,0.0,0,4,4.0,2.97,0,3.2227000000000023
mobley_1976156,-7.703400502974986,17.07,0,7,1.0,-2.07,1,2.935900000000001
mobley_2123854,-14.52108027272106,44.02,1,0,5.0,-10.17,2,1.2638799999999994
mobley_349850,-10.563076522338768,17.07,0,1,5.0,-4.7,1,2.1976199999999997
mobley_6338073,-31.799600273313334,62.73,2,4,5.0,-6.68,6,2.2356999999999996
mobley_4936555,-20.194495127669875,49.33,2,3,5.0,-6.78,2,3.7452400000000017
mobley_3572203,-8.149677588328768,26.3,0,5,3.0,-2.11,2,2.1298000000000004
mobley_397645,-11.433090721989323,26.3,0,2,5.0,-3.64,2,1.8633
mobley_1571523,-8.999926043169184,20.23,1,0,5.0,-6.16,1,2.00904
mobley_6619554,-8.733806350874417,26.3,0,4,3.0,-2.49,2,1.7397
mobley_1849020,-27.54475442813051,18.46,0,8,5.0,-6.5,5,5.420300000000004
mobley_5510474,-5.238241818857903,18.46,0,0,5.0,-3.81,2,6.1982
mobley_8746821,-9.519497534499058,12.89,0,0,5.0,-4.82,1,1.69844
mobley_8006582,-0.1419382292079851,0.0,0,0,6.0,1.2,0,1.9505
mobley_4219614,-2.4845306712411723,0.0,0,0,5.0,-1.34,0,4.3002
mobley_5056289,-4.0940116709739955,9.23,0,0,8.0,-3.3,1,1.1853
mobley_303222,-0.9886387472458142,0.0,0,0,2.0,1.32,0,1.1923
mobley_486214,-13.708134004290011,38.69,1,2,5.0,-6.96,3,1.4093999999999998
mobley_4639255,-15.099213609638705,40.46,2,1,8.0,-9.3,2,-1.029
mobley_6739648,-7.0288358114621055,18.46,0,0,8.0,-5.06,2,0.0332
mobley_6416775,-0.1123715183538845,0.0,0,2,6.0,2.13,0,2.976700000000002
mobley_1893815,-4.162454465016428,0.0,0,0,4.0,-1.43,0,2.5954000000000006
mobley_4884177,-9.654992954571734,12.89,0,1,5.0,-4.59,1,1.644
mobley_9246351,-2.7426919046317875,0.0,0,0,4.0,-1.96,0,1.7337
mobley_1717215,-10.728620799891743,26.3,0,1,3.0,-2.78,2,-0.2108000000000001
mobley_7455579,-9.8959319814046,26.3,0,3,3.0,-2.22,2,0.8154
mobley_2261979,-5.854134550422229,0.0,0,0,5.0,-3.15,0,2.9384000000000015
mobley_627267,-0.8975116409168495,0.0,0,1,4.0,-0.03,0,2.0373
mobley_7015518,-4.031076844403676,9.23,0,0,8.0,-1.91,1,0.2626
mobley_7099614,-2.2934297864905946,0.0,0,1,2.0,-0.57,0,1.4112
mobley_3980099,-3.161030589982341,0.0,0,0,5.0,-1.24,0,3.6468000000000007
mobley_1905088,-4.735388968009426,0.0,0,1,5.0,-2.38,0,2.581500000000001
mobley_7869158,-4.745252212976044,58.59,0,3,8.0,-1.82,4,1.0141
mobley_1899443,-0.7549227933079401,0.0,0,2,2.0,1.47,0,2.3626000000000005
mobley_7610437,-5.0894224257793805,20.23,1,2,0.0,-3.88,1,1.4133
mobley_5692472,-8.152291342796895,12.03,1,0,8.0,-4.29,1,-0.1644000000000001
mobley_6812653,-0.0697017206705024,0.0,0,3,4.0,2.48,0,2.5866000000000007
mobley_6978427,-8.35532914825041,26.3,0,1,8.0,-3.3,2,1.7397
mobley_3867265,-8.580819143744,17.07,0,0,1.0,-3.8,1,0.5952999999999999
mobley_5857,-11.503560726226633,12.89,0,0,5.0,-5.72,1,2.2348
mobley_7326982,-6.484870370106391,20.23,1,0,0.0,-4.74,1,0.3871
mobley_2269032,-20.441438451966068,46.53,1,3,5.0,-10.21,2,3.036500000000001
mobley_8739734,-7.558612153047154,17.07,0,1,1.0,-3.24,1,1.2314
mobley_3234716,-3.3061211983647327,0.0,0,0,5.0,-0.8,0,2.30344
mobley_3060426,-0.102527070655512,0.0,0,2,4.0,2.93,0,3.468700000000003
mobley_3414356,-5.580505495707536,20.23,1,2,0.0,-3.92,1,1.5574
mobley_6474572,-2.379061958462872,0.0,0,0,2.0,-0.59,0,1.3687
mobley_5006685,-8.59517738224912,17.07,0,2,8.0,-4.09,1,2.4879000000000007
mobley_197466,-8.201206663064275,17.07,0,1,8.0,-4.61,1,0.9854
mobley_4287564,-10.088094035654567,12.89,0,0,5.0,-4.63,1,1.39002
mobley_4013838,-6.744351250327254,17.07,0,2,1.0,-2.74,1,1.8675
mobley_3452749,-3.1046322806504705,0.0,0,0,5.0,-1.21,0,2.611860000000001
mobley_3269819,-3.149472800333079,0.0,0,1,5.0,-3.17,0,7.9274
mobley_2789243,-9.532714546334198,12.89,0,0,5.0,-4.01,1,1.735
mobley_664966,-6.790860522569656,0.0,0,0,4.0,-2.49,0,1.8139
mobley_628086,-11.977675227556222,20.23,1,0,8.0,-4.16,1,0.9295
mobley_2517158,-1.2821893895558276,0.0,0,5,4.0,0.34,0,3.351700000000002
mobley_2784376,-0.41223854875927,0.0,0,0,6.0,0.75,0,1.1703
mobley_2213823,-0.0759172040254033,0.0,0,2,4.0,2.51,0,2.442500000000001
mobley_3690931,-8.396453694033104,26.3,0,4,3.0,-2.28,2,1.7397
mobley_5063386,-13.611874834368258,69.59,1,1,5.0,-4.58,4,1.1941999999999997
mobley_1396156,-2.129605830908132,49.36,0,1,5.0,-5.22,3,4.755599999999999
mobley_7732703,-9.140709836765977,0.0,0,0,4.0,1.79,0,1.9011
mobley_4678740,-12.9010756917633,0.0,0,0,5.0,1.07,0,3.7242000000000006
mobley_9571888,-18.5038554389242,35.53,0,0,8.0,-4.23,3,3.689800000000001
mobley_902954,-4.997735549413802,58.59,0,4,8.0,-2.09,4,1.0157
mobley_1160109,-7.367669859352466,17.07,0,1,8.0,-3.75,1,2.567800000000001
mobley_5747981,-13.826047605973343,36.92,0,5,8.0,-5.73,4,0.2258
mobley_1231151,-0.8580697624970522,0.0,0,0,4.0,-0.25,0,1.6336
mobley_1235151,-3.978106685221662,49.36,0,4,7.0,-2.82,3,1.4742
mobley_5393242,-72.11825983570756,53.47,0,7,5.0,-6.48,6,3.5847200000000026
mobley_2681549,-2.7255230107252126,0.0,0,0,5.0,-0.78,0,3.6468000000000007
mobley_5561855,-4.105660959044296,0.0,0,1,5.0,-1.96,0,6.6206000000000005
mobley_3040612,-3.1576772466610668,0.0,0,1,5.0,-0.85,0,2.5574200000000005
mobley_8798016,-16.55274553837242,29.96,0,1,5.0,-7.0,2,0.8940999999999999
mobley_5732611,-15.350615986400223,28.68,1,0,8.0,-10.27,1,0.7181199999999999
mobley_5948990,-13.80279997508176,75.38,1,1,5.0,-7.37,4,1.0707999999999998
mobley_9478823,-3.3549671648602506,0.0,0,0,5.0,-0.9,0,2.30344
mobley_3525176,-3.2461485942248873,0.0,0,4,5.0,-0.23,0,3.4193000000000024
mobley_6309289,-6.363714172089366,12.03,1,0,8.0,-5.11,1,0.7599
mobley_5003962,-23.250023335127203,60.16,1,0,5.0,-11.53,3,2.0441999999999996
mobley_7860938,-5.307409676691465,12.03,1,6,8.0,-3.24,1,2.1761999999999997
mobley_1139153,-0.1487545275777226,0.0,0,1,4.0,2.89,0,3.0786000000000016
mobley_6102880,-7.612352963617505,9.23,0,2,5.0,-2.87,1,3.478900000000001
mobley_929676,-1.347544154473989,0.0,0,4,4.0,0.18,0,2.9616000000000016
mobley_4762983,-0.7870188191146399,0.0,0,4,2.0,1.66,0,2.752700000000001
mobley_3083321,-7.087078004894128,18.46,0,2,8.0,-2.93,2,0.2367
mobley_9624458,-2.254870637853391,0.0,0,2,4.0,-1.89,0,1.8541
